,_id,brewery,name,category,style,updated,abv,description,ibu,srm,upc
244,beer_Anchor_Summer_Beer,Anchor Brewing,Anchor Summer Beer,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,4.6,"Anchor Summer is the first American wheat beer in modern times. Our first brew of this light and refreshing beer was in the summer of 1984.

Anchor Summer is an all-malt beer, and over 50% of its malt comes from malted wheat. It is fermented with a Triticum aestivum, AKA wheat traditional top-fermenting ""ale"" yeast because we prefer the clean flavors developed by this yeast. We believe that this style best celebrates the refreshingly light flavor of malted wheat. You may notice that the head on this beer is unusually abundant, with a consistency similar to whipped egg whites. This is due to protein contributed by the wheat.

The brewers at Anchor are proud to have revived not only rich hearty dark beers, but also this light crisp style of a modern American wheat beer.

Summer getaway Wheat malt contributes to an unusual lightness and dryness to the palate, and thisâcombined with the distinctive flavor of the wheatâmakes for a perfect thirst-quenching beverage. It is the ideal drink for beer lovers who appreciate tradition and character in their beer, but also seek a lighter, refreshing style, perfect for warm weather.

-http://www.anchorbrewing.com/beers/summerbeer.htm",,,
245,beer_Anchor_Witbier_with_Brettanomyces,Midnight Sun Brewing Co.,Anchor Witbier with Brettanomyces,Belgian and French Ale,Belgian-Style White,2010-07-22 20:00:20,6.25,"This Belgian witbier begins with equal parts malted wheat and pale barley to create its traditional cloudy white appearance. The addition of Brettanomyces gives ANCHOR its trademark ""green apple"" or ""horse blanket"" aroma and lends tartness to the flavor and finish. At over 6% ABV, this ANCHOR's got a bit of more kick than most wits.",,,
246,beer_Andelot_Angelique,De Proef Brouwerij,Andelot Angelique,,,2010-07-22 20:00:20,7,,,,
247,beer_Andelot_Cuvee_Diabolique,De Proef Brouwerij,Andelot Cuvee Diabolique,,,2010-07-22 20:00:20,8.5,,,,
248,beer_Andelot_Euphorique,De Proef Brouwerij,Andelot Euphorique,,,2010-07-22 20:00:20,6.5,,,,
249,beer_Andelot_Mystique,De Proef Brouwerij,Andelot Mystique,,,2010-07-22 20:00:20,8.5,,,,
250,beer_Andygator,Abita Brewing Company,Andygator,German Lager,German-Style Doppelbock,2010-07-22 20:00:20,8,"The Andygator is a fearsome beast...much too big for any little bottle. Don't let his toothy grin, slightly sweet flavor and subtle fruit aroma fool you: this cold-blooded creature is a Helles Doppelbock that can sneak up on you. Sip, don't gulp and taste the wild of Abita Andygator",,,
251,beer_Angel_Ale,Federation Brewery,Angel Ale,British Ale,English-Style Pale Mild Ale,2010-07-22 20:00:20,,,,,
252,beer_Angel_Amber,Dixon's Downtown Grill,Angel Amber,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
253,beer_Anglers_Ale,Arcadia Brewing,Anglers Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
254,beer_Angler_Black_Lager,Barley Creek Brewing,Angler Black Lager,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,,"Dark and delightful, this is an easy-drinking brew. Once a seasonal favorite now we brew it all the time as part of our variety case. Brewed with five different malts and three different hops, then pitched with Bavarian lager yeast.",,,
255,beer_Angry_Angel,Big Boss Brewing Company,Angry Angel,,,2010-07-22 20:00:20,4.5,Our KÃ¶lsch is a refreshingly pale German style Ale. It is cold fermented and cold conditioned to achieve a beautiful balance between biscuit malt flavors and floral hop notes. It is light bodied and finishes somewhat dry to enhance it's easy drinking nature.,,,
256,beer_Angry_Monk,RedFish New Orleans Brewhouse,Angry Monk,,,2010-07-22 20:00:20,,,,,
257,beer_Angry_Planet_Pale_Ale,Flat Earth Brewing Company,Angry Planet Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,6.1,,,,
258,beer_Anne_Bonny_Irish_Stout,Crabby Larry's Brewpub Steak & Crab House,Anne Bonny Irish Stout,,,2010-07-22 20:00:20,3.9,"How about trying a glass of traditional Irish stout. Our stout however is not particularly dry and has overtones of dark chocolate and toffee. The infused nitrogen gives a wonderful cascading effect in the glass and a rich, creamy head. Particularly tasty when paired with our oysters on the half shell.",,,
259,beer_Anniversary_Ale,Sprecher Brewing,Anniversary Ale,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,,,,,
260,beer_Anniversary_Ale_2007,Sierra Nevada Brewing Co.,Anniversary Ale 2007,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,5.9,"From the Sierra Nevada Brewing Co. website:
Each fall we celebrate our anniversary as one of Americaâs craft brewing pioneers with a special beer.  This year, in celebration of our 27th year, we have made this beer available to the public for the first time, and aptly named it Anniversary Ale.    

Anniversary Ale is an American-style IPA featuring Cascade hops, the signature hop used in our Pale Ale. The beer has a pronounced pine and citrus hop aroma balanced by the sweetness of two-row pale and caramel malts. The result is an unusually well-balanced IPA that proves an IPA can be both assertive and elegant. Anniversary Ale is a medium-bodied, well-hopped ale that finishes with a slight malt sweetness.",,,
261,beer_Anniversary_IPA_Ahtanum,Sly Fox Brewhouse and Eatery - Royersford,Anniversary IPA Ahtanum,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,7.2,,,,
262,beer_Anniversary_IPA_Glacier,Sly Fox Brewhouse and Eatery - Royersford,Anniversary IPA Glacier,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,7.2,,,,
263,beer_Anniversary_Maibock,Appalachian Brewing Company,Anniversary Maibock,German Lager,German-Style Heller Bock/Maibock,2010-07-22 20:00:20,7.2,"The Maibock style was traditionally produced in the winter and released in early May to celebrate the coming of Spring. This malty lager is deep golden in color and medium in body. The finish holds a bold sweetness that is balanced by a subtle hop flavor and aroma. 

We will be releasing this beer every spring in celebration of our Anniversary.",,,
264,beer_Antler_Brown_Ale,Barley Creek Brewing,Antler Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,4.8,"This traditional American style brown ale has medium body with a sweet Carastan maltiness. A rich deep chocolate color, our Antler Brown Ale is mildly hopped with Mt. Hood hops. Check out the Antler tap handle... locally grown! This has been our most popular beer over the years... a very easy drinking brew.",,,
265,beer_Anvil_Ale,AleSmith Brewing,Anvil Ale,,,2010-07-22 20:00:20,5.5,,,,
266,beer_Apache_Trout_Stout,Mogollon Brewing Company,Apache Trout Stout,British Ale,Sweet Stout,2010-07-22 20:00:20,5,"From Arizonaâs high country comes Apache Trout Stout, a robust, full bodied, top fermented ale.  Our brewers use mountain pure water, select roasted barley, hops and yeast to create this traditional style.  Savor the balanced, roasted malt flavor and the lingering sweetness that makes this dry stout a cool weather treat.",,,
267,beer_Apex,Bear Republic Brewery,Apex,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,7.5,"Crafted with a blend of American and English malts and aggressively hopped with Pacific Northwest hops, this beer reflects what our brewers believe to be the Apex of IPA.",,,
268,beer_Apocalypse_Buckwheat_Ale_/_Coup_de_Grisou,Le Cheval Blanc,Apocalypse Buckwheat Ale / Coup de Grisou,,,2010-07-22 20:00:20,,,,,
269,beer_Apocalypse_Cow,Three Floyds Brewing,Apocalypse Cow,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,10,,,,
270,beer_Apple_Ale,Niagara Falls Brewing,Apple Ale,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,,,,,
271,beer_Apple_Bach,Cherryland Brewing,Apple Bach,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,,,,,
272,beer_Apricot,Steve and Clark's Brew Pub and Sausage Co. #2,Apricot,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,,,,,
273,beer_Apricot_Ale,Allentown Brew Works,Apricot Ale,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,5.4,Unfiltered wheat beer brewed with apricots creating a smooth and thirst quenching full flavored fruit beer.,,,
274,beer_Apricot_Weizen_Ale,Pyramid Ales Brewery,Apricot Weizen Ale,German Ale,South German-Style Hefeweizen,2010-07-22 20:00:20,5.1,"Brewed by the original Wheat Beer Pioneers, Pyramid Apricot Weizen Ale is left unfiltered for extra flavor and aroma.

The gold medalist of fruit beers, Pyramid Apricot Weizen is an adventurous wheat ale that offers the pleasing aroma and flavor of fresh apricots, and smooth and refreshing character for which our wheat beers are known.

Original Gravity: 11.75
Alcohol By Volume: 5.10%
Malts: 2-Row Barley, Malted Wheat, Caramel
Hops: Nugget
Availability: Year Round
Best Paired With: Appetizers, salads, and desserts such as pies and pastries.

Best of the Northwest/Pacific in the ""Fruit Beer"" category at the 2000 United States Beer Tasting Championship, 2000
Gold Medal, GABF, ""Fruit and Vegetable Beers"", 1994",,,
275,beer_Apricot_Wheat,Ithaca Beer Company,Apricot Wheat,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,4.9,"Our easy drinking wheat beer is light in color and body ... perfect for those looking for a lighter taste. The combination of wheat and barley give our Apricot Wheat a different malt character than any of our other ales. The hint of apricot gives this beer a fruity finish, making it a fun beer to drink.",,,
276,beer_Aprihop,Dogfish Head Craft Brewery,Aprihop,Other Style,Fruit Beer,2010-07-22 20:00:20,7,"Brewed with luscious apricots, finished with whole-leaf hops. A ""fruit beer for hop heads..."" Ale Street News",,,
277,beer_Arabier,Brouwerij De Dolle Brouwers,Arabier,Belgian and French Ale,Belgian-Style Pale Strong Ale,2010-07-22 20:00:20,9,"An arabier is a pure malt beer 8Â°vol/alc brewed with flower Nugget-hops from Poperinge. It has the special dry-hopping taste and aroma, so appreciated by beer lovers all over the world. It is one of the two main beers from De Dolle Brouwers throughout the year. Aging time is limited due to the fact that hop bitterness is declining with the time. Store arabier cool and dark and serve cool at 10Â°C. Cheers!",,,
278,beer_Arcadia_ESB,Arcadia Brewing,Arcadia ESB,,,2010-07-22 20:00:20,,,,,
279,beer_Arctic_Devil_Barley_Wine,Midnight Sun Brewing Co.,Arctic Devil Barley Wine,,,2010-07-22 20:00:20,13.2,"Arctic Devil Barley Wine, aptly named after the ferocious wolverine of the north, is an English-style (meaning malt-inclined) barley wine. Though the recipe and process for Arctic Devil have evolved over the years, it is typically brewed in January then aged in oak barrels for several months before the entire batch is blended, bottled and released on the Friday after Thanksgiving. 

In its youth, Arctic Devil gnarls and snarls its way across the palate. Containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table. 

Each annual batch of Arctic Devil Barley Wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. Distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. We invite you to savor Arctic Devil Barley Wine upon its release then cellar some for future enjoyment. 

Midnight Sun's elusive Arctic Devil Barley Wine is Alaska's most awarded barley wine.",,,
280,beer_Arctic_Panzer_Wolf,Three Floyds Brewing,Arctic Panzer Wolf,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,9,"A dry and stupendously hopped medium bodied Imperial IPA brewed with Canadian two-row malt, dextrose sugar and lots of American hops. Arctic Panzer Wolf has superior aromas of marmalade, white wine, pine and apricot all mixed with an intense American hop bitterness.",,,
281,beer_Arctic_Rhino_Coffee_Porter,Midnight Sun Brewing Co.,Arctic Rhino Coffee Porter,Irish Ale,Porter,2010-07-22 20:00:20,5,"Inspired by local artist & roaster Michael Allen's eccentricly-named blend of coffee beans, Midnight Sun's brewers designed a beer recipe and infusion process that perfectly captures the alluring aroma, satisfying flavor and curious legend of Allen's Arctic Rhino Coffee. 

Arctic Rhino Coffee Porter combines two quintessential Pacific Northwest favorites: coffee and ale. The result is wonderfully romantic and robust--a duel-fueled porter that melds charismatic dark malt with freshly roasted coffee beans. The (un)rest is up to you.",,,
282,beer_Arc_Weld_Alt,Bethlehem Brew Works,Arc Weld Alt,German Ale,German-Style Brown Ale/Altbier,2010-07-22 20:00:20,5.3,"Smooth and malty dark copper German ale common to Duseldorf. Brewed with imported Munich malts, tettnang hops and imported yeast giving this brew a unique flovor.",,,
283,beer_Arizona_Peach,Four Peaks Brewing,Arizona Peach,Belgian and French Ale,Belgian-Style Fruit Lambic,2010-07-22 20:00:20,4,"The dominating character of this beer is of course peach flavor and aroma. It is a little more subtle than most fruit beers which makes it more approachable. Light in body and color. 

Alcohol content of approximately 4.0% by volume (ALWAYS ON TAP!!)",,,
284,beer_Arkham_Stout,Blue Cat Brew Pub,Arkham Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
285,beer_Armageddon_Grand_Cru,Dragonmead Microbrewery,Armageddon Grand Cru,Belgian and French Ale,Other Belgian-Style Ales,2010-07-22 20:00:20,11.6,"Grand Crus are traditionally known as ""The best beer that a brewery makes."" This Belgian-style quad lives up to that name and then some. Available once a year, in May to celebrate our Anniversary.",,,
286,beer_Arrogant_Bastard_Ale,Stone Brewing Co.,Arrogant Bastard Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,7.2,,,,
287,beer_Arrogant_Brit,Cheshire Cat Brewery,Arrogant Brit,,,2010-07-22 20:00:20,5.3,,,,
288,beer_Arthur's_English_Old_Ale,Otto's Pub and Brewery,Arthur's English Old Ale,British Ale,Old Ale,2010-07-22 20:00:20,7.2,A big malty ale brewed in the style of English Old Ales. Deep ruby in color and lightly bittered with a big malty backbone.,,,
289,beer_Arthur's_Mild_Ale,Otto's Pub and Brewery,Arthur's Mild Ale,British Ale,English-Style Pale Mild Ale,2010-07-22 20:00:20,3.2,A British-style mild ale. Milds are a common ale type in England where session ales are lower in alcohol but not low on flavor. Ours has a strong malt backbone and is very quaffable.,,,
290,beer_Arthur's_Nugget_Pale_Ale,Otto's Pub and Brewery,Arthur's Nugget Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5.2,A cask-conditioned American Pale Ale. This is a bright dry ale brewed only with American Nugget hops.,,,
291,beer_Artisan_Lager,Rogue Ales,Artisan Lager,North American Lager,American-Style Lager,2010-07-22 20:00:20,,A vienna style lager,,,
292,beer_Artisan_Saison,Rocky River Brewing,Artisan Saison,,,2010-07-22 20:00:20,,,,,
293,beer_Artist_Colony_Ale,Stone City Brewing,Artist Colony Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,5.5,,,,
294,beer_Art_Schmidt_Pilsner,Titletown Brewing,Art Schmidt Pilsner,,,2010-07-22 20:00:20,,,,,
295,beer_Asahi_Super_Dry,Asahi Breweries,Asahi Super Dry,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
296,beer_Asam-Bock,Klosterbrauerei Weltenburg,Asam-Bock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,6.9,,,,
297,beer_Ashland_Amber,Caldera Brewing,Ashland Amber,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,5.5,"A crisp, well-balanced, refreshing amber.  Simplicity is the key to this recipe.",,,
298,beer_Aspen_Meadow_Black_and_Tan,Cold Spring Brewing,Aspen Meadow Black and Tan,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
299,beer_Astra_Urtyp,Holsten-Brauerei,Astra Urtyp,,,2010-07-22 20:00:20,,,,,
300,beer_Athenian,Athenian Brewery,Athenian,,,2010-07-22 20:00:20,5,,,,
301,beer_Atlas_Amber_Ale,Big Time Brewing,Atlas Amber Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
302,beer_Atlas_IPA,Marshall Brewing Company,Atlas IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
303,beer_Atlas_Lager,Cervecera Nacional,Atlas Lager,North American Lager,American-Style Lager,2010-07-22 20:00:20,3.75,,,,
304,beer_Atomic_Raygun_Imperial_Red,Spring House Brewing Company,Atomic Raygun Imperial Red,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,8.3,"We welcome the latest release Atomic Raygun Imperial Red! Brewed with Pilsner, Chocolate and Caramel malts but well balanced with Columbus and Centennial Hops and coming in at 90 IBU's.  The Octane level on this one is coming in at 8.3!",,,
305,beer_Atta_Boy_IPA,Pleasanton Main Street Brewery,Atta Boy IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,7.3,,,,
306,beer_Auburn,Mad Anthony Brewing,Auburn,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
307,beer_Auburn_Ale,Jacob Leinenkugel Brewing Company,Auburn Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
308,beer_Aud_Blonde,Russian River Brewing,Aud Blonde,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,4.5,"Aud Blonde has a refined characteristic, which can be contributed to us blending pilsner malt with a unique hop called crystal. The distinctive characteristic of the crystal hop lends a citrus, almost eucalyptus quality in the aroma and mouth feel of the brew, while leaving the beer with a long dry finish.",,,
309,beer_Augsburger_Dark,Stevens Point Brewery,Augsburger Dark,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
310,beer_Augsburger_Golden,Stevens Point Brewery,Augsburger Golden,,,2010-07-22 20:00:20,,,,,
311,beer_Augustijn_Ale,Brouwerij Van Steenberge,Augustijn Ale,,,2010-07-22 20:00:20,8,,,,
312,beer_Augustiner,Iron City Brewing Co.,Augustiner,North American Lager,American-Style Lager,2010-07-22 20:00:20,4.3,"Augustiner is a premium amber lager with a smooth, full-bodied flavor. From the rich copper color to the subtle caramel taste and clean finish, itâs brewed to please the beer drinker who appreciates the best. This distinctive, well-balanced brew is quickly becoming Pittsburghâs most talked-about beer. Upgrade to Augustiner!",,,
313,beer_Augustinian_Ale,Nethergate Brewery Co Ltd,Augustinian Ale,,,2010-07-22 20:00:20,5.2,,,,
314,beer_Auld_Acquaintance_Spiced_Ale,Pike Pub and Brewery,Auld Acquaintance Spiced Ale,,,2010-07-22 20:00:20,,,,,
315,beer_Auld_Lang_Syne,Coast Range Brewing,Auld Lang Syne,,,2010-07-22 20:00:20,,,,,
316,beer_Aurora_Amber_Ale,America's Brewing,Aurora Amber Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
317,beer_Aussie_Lager,Brown Street Brewery,Aussie Lager,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
318,beer_Autumnal_Fire,Capital Brewery,Autumnal Fire,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
319,beer_AutumnFest,Weyerbacher Brewing Company,AutumnFest,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,5.4,"AutumnFest is Weyerbacher's own unique twist on the German Oktoberfest style. Copper-amber in color, AutumnFest is made with Vienna and Munich malts for that authentic, Bavarian easy drinking taste.  Each sip imparts a wonderful roastiness of malt on the tongue followed by a smooth, consistent finish.  Wonderfully balanced with a clean, velvety, slightly fruity taste, AutumnFest is the perfect beer for the Fall- a nice transition between the lighter beers of summer and the darker, heavier winter brews. It's a favorite of many Weyerbacher aficionados, who anticipate the end of summer with this wonderful beer. 

   Weyerbacher AutumnFest ( ABV 5.4%) is generally available in stores August through December.  Pick up a case to celebrate the change of seasons. Prost!",,,
320,beer_Autumn_Ale,Gray Brewing,Autumn Ale,British Ale,English-Style Pale Mild Ale,2010-07-22 20:00:20,,,,,
321,beer_Autumn_Maple,The Bruery,Autumn Maple,Other Style,Pumpkin Beer,2010-07-22 20:00:20,10,"Brewed with 17 lbs. of yams per barrel (in other words, a lot of yams!), this autumn seasonal is a different take on the âpumpkinâ beer style. Brewed with cinnamon, nutmeg, allspice, vanilla, molasses, and maple syrup, and fermented with our traditional Belgian yeast strain, this bold and spicy beer is perfect on a cold autumn evening.",,,
322,beer_Autumn_Strong_Lager,Thunderhead Brewery,Autumn Strong Lager,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,,,,,
323,beer_Avalanche_Amber,Breckenridge Brewery,Avalanche Amber,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
324,beer_Avalanche_IPA,Marzoni's Brick Oven & Brewing Co,Avalanche IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.9,"Aggressively Bitter, Full-Bodied Ale with a Wonderful Floral Hop Aroma",,,
325,beer_Avant_Garde,The Lost Abbey,Avant Garde,Belgian and French Ale,French & Belgian-Style Saison,2010-07-22 20:00:20,7,"From the French word âGardeâ meaning something worth keeping, this Biere de Garde styled Farmhouse Ale is a most delicious companion to a loaf of freshly baked bread from the oven. Grab a seat on the porch, some soft cheese and a tree ripened apple from your grandmotherâs old orchard. Relax and watch the evening arrive as the afternoon sun is consumed by the illuminating moon over the gardens. We brewed Avant Garde for you, our friends and families. Hereâs to things worth guarding over.",,,
326,beer_Avatar_Jasmine_IPA,Elysian Brewery & Public House,Avatar Jasmine IPA,,,2010-07-22 20:00:20,6.2,,,,
327,beer_Avec_Les_Bons_Voeux,Brasserie Dupont,Avec Les Bons Voeux,,,2010-07-22 20:00:20,9.5,,,,
328,beer_Aventinus_Weizen-Eisbock,Private Weissbierbrauerei G. Schneider & Sohn GmbH,Aventinus Weizen-Eisbock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,12,,,,
329,beer_Aventinus_Weizenstarkbier_/_Doppel_Weizen_Bock,Private Weissbierbrauerei G. Schneider & Sohn GmbH,Aventinus Weizenstarkbier / Doppel Weizen Bock,German Ale,South German-Style Weizenbock,2010-07-22 20:00:20,8.2,"Dark-ruby, almost black-colored and streaked with fine top-fermenting yeast, this beer has a compact and persistent head. This is a very intense wheat doppelbock with a complex spicy chocolate-like arome with a hint of banana and raisins. On the palate, you experience a soft touch and on the tongue it is very rich and complex, though fresh with a hint of caramel. It finishes in a rich soft and lightly bitter impression.",,,
330,beer_Avenue_Ale,White Marsh Brewing Company,Avenue Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,4.1,"2007 Maryland Governor's Cup Bronze Medal:
A golden colored ale with crisp malt character and a slightly spicy hop aroma. We use a good amount of wheat and some German malt in this one to give it a very refreshing taste. Avenue Ale is a true session beer, so sit down and prepare for a long one.",,,
331,beer_Aviator_Doppelbock,Goose Island Beer Company - Clybourn,Aviator Doppelbock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
332,beer_Aviator_Red,Flying Bison Brewing,Aviator Red,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,5.25,Buffaloâs favorite red ale. Ruby red and malty flavored with a medium body and a spicy hop signature to balance. Available in bottles and on draft,,,
333,beer_Aztec_Amaranth_Ale,Bulldog Brewing,Aztec Amaranth Ale,,,2010-07-22 20:00:20,,,,,
334,beer_B.O.R.I.S._The_Crusher_Oatmeal-Imperial_Stout,Hoppin Frog Brewery,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,9.4,"This Bodacious Oatmeal Russian Imperial Stout will crush you like no other! This is the grand-daddy of all stout styles, with an intensely deep roasted and full bodied flavor. A robust hop character adds a refreshing balance.",,,
335,beer_B3K_Schwarzbier,Wynkoop Brewing,B3K Schwarzbier,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,5.3,This German-style black lager has a deep color and gently roasted flavors balanced by an understated hoppiness. A thirst-quenching version of dark beer. A 2008 Great American Beer Festival Gold Medal Winner in the German Schwarzbier category.,,,
336,beer_Bacchanal_Blonde,Angelic Brewing,Bacchanal Blonde,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
337,beer_Bachelor_Bitter,Deschutes Brewery,Bachelor Bitter,British Ale,Ordinary Bitter,2010-07-22 20:00:20,5.4,"""The Traditional British Pint"" lives on at Deschutes Brewery & Public House.  One of the original three packaged beers, it is still available year-round, but only at our pub.  Coppery in color and robust in flavor, Bachelor Bitter will leave your taste buds humming. Galena, Willamette and Kent Golding hops create fantastic hop bitterness, aroma and flavor.

Bachelor Bitter also kicked off the Bond Street Series that launched in April 2005.  The Bond Street Series is a specialty line of beers available in 22-ounce bottles.",,,
338,beer_Bachelor_ESB,Deschutes Brewery,Bachelor ESB,British Ale,Extra Special Bitter,2010-07-22 20:00:20,5.3,"Standing alone, distant from the Three Sisters mountains nestled to the north, Bachelor Butte was originally called ""Brother Jonathan"" and then simply ""The Bachelor"" before becoming widely known today as Mt. Bachelor.",,,
339,beer_BackDraft_Chocolate_Porter,Pennichuck Brewing Company,BackDraft Chocolate Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
340,beer_Backpacker_IPA,Heavenly Daze Brewery and Grill,Backpacker IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
341,beer_Backyard_India_Pale_Ale,Cooperstown Brewing Company,Backyard India Pale Ale,British Ale,English-Style India Pale Ale,2010-07-22 20:00:20,6.1,"""Back Yard"" is a golden India Pale Ale. Historically, ale shipped to India in the 19th Century was brewed to higher gravities so that it could mature during the long sea voyage. English brewers also hopped these ales heavily to protect them from spoiling. The term ""India pale Ale"" or ""I.P.A."" is still used by brewers to denote a super-premium, hoppy pale ale style. Backyard IPA is no exception. English pale barley malt is predominant in this beer with just a small amount of crystal malt. It is well bittered with Cluster and Cascade hops and finished with a mix of local hop and larger amounts of Fuggle hop.",,,
342,beer_Back_Burner_Imperial_Barley_Wine_Style_Ale,Southern Tier Brewing Co,Back Burner Imperial Barley Wine Style Ale,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,10,"Long ago, British farmhouse brewers made special ales using the first runnings of the mash. These beers, now called barley wine, are brewed in the tradition of days past. At Southern Tier this long awaited brew is placed on the back burner until the start of the new year. Back Burner Barley Wine is a celebration of things to come and things remembered. Itâs conceived in three small batches, using voluminous amounts of barley and hops. The process starts early in the morning and ends late into the night. We hope this rare brew reignites your spirit for another trip around the sun.",,,
343,beer_Back_Road_Ale,Back Road Brewery,Back Road Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5,"Back Road Brewery's flagship beer, and first original recipe of 1997, is also our house beer.  This mildly hopped copper colored brew has a rich smooth taste.  Hop varieties such as Styrian Goldings and English Fuggles are used to balance the beers maltiness.  A technique called dry hopping is used after fermentation to add fresh herbal aroma.  It is a great session beer and was made to satisfy a wide variety of palates.  Drink and enjoy LaPorte County's first production craft beer.",,,
344,beer_Back_Road_American_Pale_Ale,Back Road Brewery,Back Road American Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5,"If you are looking for a straight shooting quaffable beer with plenty of hops, this is it.  Straw colored from plump North American 2-row malted barley and deliciously hopped with Cascades from the USA, any patriot can enjoy this beer.  Cascade hops have a pleasant taste and fresh smell best described as florally or mildly citrusy.  A nice balance is struck between the malt and hops.  So how about it Yank?  Put that capitalism to work and buy some today!",,,
345,beer_Baden_Powell_Cream_Ale,Taylor's Crossing Brewing,Baden Powell Cream Ale,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
346,beer_BaderbrÃ¤u_Pilsener,Goose Island Beer Company - Fulton Street,BaderbrÃ¤u Pilsener,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
347,beer_Badger_Porter,Wisconsin Brewing,Badger Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
348,beer_Badger_Red_Ale,JT Whitney's Brewpub and Eatery,Badger Red Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
349,beer_Bad_Bear_Brown,Dempsey's Restaurant & Brewery,Bad Bear Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
350,beer_Bad_Billy_Blond_Bock,Raccoon Lodge and Brewpub / Cascade Brewing,Bad Billy Blond Bock,German Lager,German-Style Heller Bock/Maibock,2010-07-22 20:00:20,6.2,Our Blond Bock is gold in color and features a malty profile and a spicy finish courtesy of Saaz hops. This beer boasts the flavor of a traditional Bock without the cloying aftertaste.,,,
